stationId,utc_time,PM2.5,PM10,NO2,CO,O3,SO2
beibuxinqu_aq,2017-04-26 18:00:00,18.0,,60.0,0.4,4.0,2.0
beibuxinqu_aq,2017-04-26 19:00:00,19.0,,56.0,0.4,6.0,2.0
beibuxinqu_aq,2017-04-26 20:00:00,18.0,,54.0,0.4,7.0,2.0
beibuxinqu_aq,2017-04-26 21:00:00,22.0,,68.0,0.4,6.0,3.0
beibuxinqu_aq,2017-04-26 22:00:00,19.0,,63.0,0.4,13.0,4.0
beibuxinqu_aq,2017-04-26 23:00:00,65.0,,51.0,0.5,15.0,4.0
beibuxinqu_aq,2017-04-27 00:00:00,41.0,,52.0,0.5,27.0,6.0
beibuxinqu_aq,2017-04-27 01:00:00,16.0,,36.0,0.4,57.0,3.0
beibuxinqu_aq,2017-04-27 02:00:00,19.0,,12.0,0.2,90.0,2.0
beibuxinqu_aq,2017-04-27 03:00:00,13.0,,11.0,0.2,97.0,2.0
beibuxinqu_aq,2017-04-27 04:00:00,21.0,,12.0,0.2,100.0,3.0
beibuxinqu_aq,2017-04-27 05:00:00,15.0,,12.0,0.2,104.0,2.0
beibuxinqu_aq,2017-04-27 06:00:00,,,,,,
beibuxinqu_aq,2017-04-27 07:00:00,,,10.0,0.2,114.0,2.0
beibuxinqu_aq,2017-04-27 08:00:00,24.0,53.0,10.0,0.1,112.0,2.0
beibuxinqu_aq,2017-04-27 09:00:00,,,,,,
beibuxinqu_aq,2017-04-27 10:00:00,,6.0,,,,
beibuxinqu_aq,2017-04-27 11:00:00,9.0,,11.0,0.2,103.0,2.0
beibuxinqu_aq,2017-04-27 12:00:00,17.0,29.0,16.0,0.2,91.0,2.0
beibuxinqu_aq,2017-04-27 13:00:00,20.0,38.0,20.0,0.2,75.0,2.0
beibuxinqu_aq,2017-04-27 14:00:00,22.0,50.0,33.0,0.3,42.0,2.0
beibuxinqu_aq,2017-04-27 15:00:00,31.0,74.0,47.0,0.3,14.0,2.0
beibuxinqu_aq,2017-04-27 16:00:00,44.0,92.0,47.0,0.5,10.0,2.0
beibuxinqu_aq,2017-04-27 17:00:00,63.0,96.0,52.0,0.6,3.0,2.0
beibuxinqu_aq,2017-04-27 18:00:00,60.0,118.0,52.0,0.6,2.0,2.0
beibuxinqu_aq,2017-04-27 19:00:00,51.0,137.0,53.0,0.6,2.0,2.0
beibuxinqu_aq,2017-04-27 20:00:00,42.0,105.0,56.0,0.5,2.0,2.0
beibuxinqu_aq,2017-04-27 21:00:00,27.0,60.0,51.0,0.5,4.0,2.0
beibuxinqu_aq,2017-04-27 22:00:00,28.0,57.0,47.0,0.5,12.0,2.0
beibuxinqu_aq,2017-04-27 23:00:00,64.0,80.0,50.0,0.6,7.0,2.0
beibuxinqu_aq,2017-04-28 00:00:00,40.0,124.0,48.0,0.6,18.0,5.0
beibuxinqu_aq,2017-04-28 01:00:00,35.0,74.0,39.0,0.4,49.0,5.0
beibuxinqu_aq,2017-04-28 02:00:00,21.0,44.0,18.0,0.3,82.0,3.0
beibuxinqu_aq,2017-04-28 03:00:00,33.0,,13.0,0.3,92.0,2.0
beibuxinqu_aq,2017-04-28 04:00:00,,,,,,
beibuxinqu_aq,2017-04-28 05:00:00,,,,,,
beibuxinqu_aq,2017-04-28 06:00:00,35.0,43.0,10.0,0.3,125.0,2.0
beibuxinqu_aq,2017-04-28 07:00:00,32.0,54.0,10.0,0.3,120.0,2.0
beibuxinqu_aq,2017-04-28 08:00:00,17.0,41.0,10.0,0.2,109.0,2.0
beibuxinqu_aq,2017-04-28 09:00:00,,6.0,,,,
beibuxinqu_aq,2017-04-28 10:00:00,,6.0,9.0,0.3,98.0,2.0
beibuxinqu_aq,2017-04-28 11:00:00,16.0,28.0,11.0,0.3,92.0,2.0
beibuxinqu_aq,2017-04-28 12:00:00,30.0,67.0,22.0,0.3,71.0,2.0
beibuxinqu_aq,2017-04-28 13:00:00,28.0,71.0,32.0,0.4,50.0,2.0
beibuxinqu_aq,2017-04-28 14:00:00,32.0,71.0,33.0,0.4,44.0,
beibuxinqu_aq,2017-04-28 15:00:00,39.0,95.0,46.0,,16.0,3.0
beibuxinqu_aq,2017-04-28 16:00:00,40.0,105.0,51.0,0.5,2.0,2.0
beibuxinqu_aq,2017-04-28 17:00:00,31.0,90.0,44.0,0.5,3.0,2.0
beibuxinqu_aq,2017-04-28 18:00:00,33.0,79.0,42.0,0.5,2.0,4.0
beibuxinqu_aq,2017-04-28 19:00:00,35.0,103.0,47.0,0.6,2.0,2.0
beibuxinqu_aq,2017-04-28 20:00:00,35.0,102.0,48.0,0.6,2.0,2.0
beibuxinqu_aq,2017-04-28 21:00:00,42.0,109.0,49.0,0.6,2.0,2.0
beibuxinqu_aq,2017-04-28 22:00:00,42.0,119.0,50.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-28 23:00:00,60.0,133.0,48.0,0.8,3.0,3.0
beibuxinqu_aq,2017-04-29 00:00:00,72.0,148.0,58.0,0.8,6.0,6.0
beibuxinqu_aq,2017-04-29 01:00:00,69.0,140.0,63.0,0.7,20.0,6.0
beibuxinqu_aq,2017-04-29 02:00:00,39.0,76.0,43.0,0.6,53.0,4.0
beibuxinqu_aq,2017-04-29 03:00:00,31.0,57.0,24.0,0.4,80.0,2.0
beibuxinqu_aq,2017-04-29 04:00:00,49.0,75.0,9.0,0.3,93.0,2.0
beibuxinqu_aq,2017-04-29 05:00:00,38.0,64.0,9.0,0.3,98.0,2.0
beibuxinqu_aq,2017-04-29 06:00:00,33.0,60.0,8.0,0.3,104.0,3.0
beibuxinqu_aq,2017-04-29 07:00:00,54.0,75.0,9.0,0.3,109.0,2.0
beibuxinqu_aq,2017-04-29 08:00:00,34.0,77.0,22.0,0.3,115.0,2.0
beibuxinqu_aq,2017-04-29 09:00:00,33.0,74.0,10.0,0.3,113.0,2.0
beibuxinqu_aq,2017-04-29 10:00:00,37.0,88.0,12.0,0.3,113.0,2.0
beibuxinqu_aq,2017-04-29 11:00:00,41.0,122.0,22.0,0.4,119.0,3.0
beibuxinqu_aq,2017-04-29 12:00:00,45.0,115.0,25.0,0.5,97.0,3.0
beibuxinqu_aq,2017-04-29 13:00:00,62.0,180.0,40.0,0.7,43.0,3.0
beibuxinqu_aq,2017-04-29 14:00:00,53.0,191.0,72.0,0.7,3.0,4.0
beibuxinqu_aq,2017-04-29 15:00:00,50.0,123.0,64.0,0.8,2.0,3.0
beibuxinqu_aq,2017-04-29 16:00:00,51.0,112.0,57.0,0.8,4.0,3.0
beibuxinqu_aq,2017-04-29 16:00:00,51.0,112.0,57.0,0.8,4.0,3.0
beibuxinqu_aq,2017-04-29 17:00:00,48.0,117.0,57.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 17:00:00,48.0,117.0,57.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 18:00:00,47.0,119.0,53.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 18:00:00,47.0,119.0,53.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 19:00:00,54.0,141.0,49.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 19:00:00,54.0,141.0,49.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 20:00:00,53.0,115.0,51.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 20:00:00,53.0,115.0,51.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 21:00:00,51.0,99.0,45.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 21:00:00,51.0,99.0,45.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 22:00:00,51.0,96.0,49.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 22:00:00,51.0,96.0,49.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-29 23:00:00,,,,,,
beibuxinqu_aq,2017-04-29 23:00:00,,,,,,
beibuxinqu_aq,2017-04-30 00:00:00,,6.0,43.0,0.6,12.0,3.0
beibuxinqu_aq,2017-04-30 00:00:00,,6.0,43.0,0.6,12.0,3.0
beibuxinqu_aq,2017-04-30 01:00:00,,6.0,40.0,0.7,58.0,7.0
beibuxinqu_aq,2017-04-30 01:00:00,,6.0,40.0,0.7,58.0,7.0
beibuxinqu_aq,2017-04-30 02:00:00,,6.0,33.0,0.7,84.0,7.0
beibuxinqu_aq,2017-04-30 02:00:00,,6.0,33.0,0.7,84.0,7.0
beibuxinqu_aq,2017-04-30 03:00:00,78.0,323.0,27.0,0.7,98.0,8.0
beibuxinqu_aq,2017-04-30 03:00:00,78.0,323.0,27.0,0.7,98.0,8.0
beibuxinqu_aq,2017-04-30 04:00:00,130.0,521.0,26.0,0.7,106.0,9.0
beibuxinqu_aq,2017-04-30 04:00:00,130.0,521.0,26.0,0.7,106.0,9.0
beibuxinqu_aq,2017-04-30 05:00:00,75.0,333.0,22.0,0.6,123.0,7.0
beibuxinqu_aq,2017-04-30 05:00:00,75.0,333.0,22.0,0.6,123.0,7.0
beibuxinqu_aq,2017-04-30 06:00:00,84.0,,13.0,0.4,147.0,4.0
beibuxinqu_aq,2017-04-30 06:00:00,84.0,,13.0,0.4,147.0,4.0
beibuxinqu_aq,2017-04-30 07:00:00,163.0,,13.0,0.3,163.0,3.0
beibuxinqu_aq,2017-04-30 07:00:00,163.0,,13.0,0.3,163.0,3.0
beibuxinqu_aq,2017-04-30 08:00:00,78.0,331.0,13.0,0.3,165.0,3.0
beibuxinqu_aq,2017-04-30 08:00:00,78.0,331.0,13.0,0.3,165.0,3.0
beibuxinqu_aq,2017-04-30 09:00:00,72.0,396.0,16.0,0.4,166.0,4.0
beibuxinqu_aq,2017-04-30 09:00:00,72.0,396.0,16.0,0.4,166.0,4.0
beibuxinqu_aq,2017-04-30 10:00:00,61.0,324.0,17.0,0.4,150.0,4.0
beibuxinqu_aq,2017-04-30 10:00:00,61.0,324.0,17.0,0.4,150.0,4.0
beibuxinqu_aq,2017-04-30 11:00:00,,,17.0,0.3,124.0,3.0
beibuxinqu_aq,2017-04-30 11:00:00,,,17.0,0.3,124.0,3.0
beibuxinqu_aq,2017-04-30 12:00:00,59.0,98.0,11.0,0.3,124.0,2.0
beibuxinqu_aq,2017-04-30 12:00:00,59.0,98.0,11.0,0.3,124.0,2.0
beibuxinqu_aq,2017-04-30 13:00:00,39.0,55.0,10.0,0.3,124.0,2.0
beibuxinqu_aq,2017-04-30 13:00:00,39.0,55.0,10.0,0.3,124.0,2.0
beibuxinqu_aq,2017-04-30 14:00:00,28.0,52.0,22.0,0.3,99.0,2.0
beibuxinqu_aq,2017-04-30 14:00:00,28.0,52.0,22.0,0.3,99.0,2.0
beibuxinqu_aq,2017-04-30 15:00:00,24.0,80.0,30.0,0.3,81.0,3.0
beibuxinqu_aq,2017-04-30 15:00:00,24.0,80.0,30.0,0.3,81.0,3.0
beibuxinqu_aq,2017-04-30 16:00:00,30.0,98.0,28.0,0.4,79.0,5.0
beibuxinqu_aq,2017-04-30 17:00:00,21.0,97.0,17.0,0.3,100.0,4.0
beibuxinqu_aq,2017-04-30 18:00:00,21.0,95.0,28.0,0.4,67.0,4.0
beibuxinqu_aq,2017-04-30 19:00:00,43.0,119.0,71.0,0.7,9.0,3.0
beibuxinqu_aq,2017-04-30 20:00:00,60.0,163.0,69.0,0.8,2.0,2.0
beibuxinqu_aq,2017-04-30 21:00:00,63.0,174.0,54.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-30 22:00:00,45.0,170.0,51.0,0.7,2.0,2.0
beibuxinqu_aq,2017-04-30 23:00:00,82.0,161.0,50.0,0.7,5.0,2.0
beibuxinqu_aq,2017-05-01 00:00:00,95.0,144.0,48.0,0.7,18.0,4.0
beibuxinqu_aq,2017-05-01 01:00:00,82.0,124.0,36.0,0.6,44.0,4.0
beibuxinqu_aq,2017-05-01 02:00:00,76.0,128.0,36.0,0.9,65.0,14.0
beibuxinqu_aq,2017-05-01 03:00:00,69.0,177.0,38.0,1.2,77.0,21.0
beibuxinqu_aq,2017-05-01 04:00:00,68.0,175.0,37.0,0.9,85.0,14.0
beibuxinqu_aq,2017-05-01 05:00:00,69.0,201.0,38.0,0.9,95.0,13.0
beibuxinqu_aq,2017-05-01 06:00:00,69.0,184.0,36.0,0.9,111.0,13.0
beibuxinqu_aq,2017-05-01 07:00:00,77.0,192.0,30.0,0.1,129.0,16.0
beibuxinqu_aq,2017-05-01 08:00:00,54.0,170.0,28.0,0.9,137.0,14.0
beibuxinqu_aq,2017-05-01 09:00:00,65.0,241.0,29.0,0.8,134.0,10.0
beibuxinqu_aq,2017-05-01 10:00:00,51.0,178.0,31.0,0.7,131.0,8.0
beibuxinqu_aq,2017-05-01 11:00:00,38.0,152.0,35.0,0.6,115.0,6.0
beibuxinqu_aq,2017-05-01 12:00:00,35.0,123.0,39.0,0.6,103.0,5.0
beibuxinqu_aq,2017-05-01 13:00:00,59.0,148.0,60.0,0.6,49.0,3.0
beibuxinqu_aq,2017-05-01 14:00:00,90.0,147.0,51.0,0.7,42.0,2.0
beibuxinqu_aq,2017-05-01 15:00:00,45.0,129.0,41.0,0.7,33.0,2.0
beibuxinqu_aq,2017-05-01 16:00:00,41.0,124.0,66.0,0.7,10.0,2.0
beibuxinqu_aq,2017-05-01 17:00:00,51.0,102.0,82.0,0.8,2.0,2.0
beibuxinqu_aq,2017-05-01 18:00:00,49.0,81.0,79.0,0.7,2.0,2.0
beibuxinqu_aq,2017-05-01 19:00:00,47.0,106.0,69.0,0.7,2.0,2.0
beibuxinqu_aq,2017-05-01 20:00:00,40.0,118.0,65.0,0.7,2.0,2.0
beibuxinqu_aq,2017-05-01 21:00:00,38.0,126.0,60.0,0.8,2.0,2.0
beibuxinqu_aq,2017-05-01 22:00:00,39.0,120.0,51.0,0.8,2.0,2.0
beibuxinqu_aq,2017-05-01 23:00:00,43.0,120.0,47.0,0.7,7.0,2.0
beibuxinqu_aq,2017-05-02 00:00:00,50.0,131.0,53.0,0.7,20.0,4.0
beibuxinqu_aq,2017-05-02 01:00:00,80.0,136.0,51.0,0.7,42.0,5.0
beibuxinqu_aq,2017-05-02 02:00:00,62.0,84.0,37.0,0.7,79.0,7.0
beibuxinqu_aq,2017-05-02 03:00:00,59.0,85.0,36.0,0.9,98.0,12.0
beibuxinqu_aq,2017-05-02 04:00:00,67.0,126.0,,1.1,114.0,16.0
beibuxinqu_aq,2017-05-02 05:00:00,59.0,150.0,40.0,1.1,129.0,15.0
beibuxinqu_aq,2017-05-02 06:00:00,84.0,157.0,44.0,0.1,157.0,12.0
beibuxinqu_aq,2017-05-02 07:00:00,83.0,214.0,40.0,0.9,179.0,14.0
beibuxinqu_aq,2017-05-02 08:00:00,90.0,204.0,,0.9,191.0,13.0
beibuxinqu_aq,2017-05-02 09:00:00,75.0,186.0,,0.9,202.0,14.0
beibuxinqu_aq,2017-05-02 10:00:00,75.0,180.0,40.0,1.1,202.0,16.0
beibuxinqu_aq,2017-05-02 11:00:00,97.0,164.0,34.0,1.1,206.0,15.0
beibuxinqu_aq,2017-05-02 12:00:00,78.0,163.0,34.0,0.1,188.0,13.0
beibuxinqu_aq,2017-05-02 13:00:00,88.0,180.0,67.0,1.1,111.0,8.0
beibuxinqu_aq,2017-05-02 14:00:00,88.0,207.0,68.0,1.1,111.0,9.0
beibuxinqu_aq,2017-05-02 15:00:00,88.0,175.0,55.0,1.2,127.0,13.0
beibuxinqu_aq,2017-05-02 16:00:00,93.0,178.0,59.0,1.2,102.0,10.0
beibuxinqu_aq,2017-05-02 17:00:00,106.0,185.0,95.0,1.3,44.0,7.0
beibuxinqu_aq,2017-05-02 18:00:00,118.0,209.0,128.0,1.4,6.0,4.0
beibuxinqu_aq,2017-05-02 19:00:00,135.0,195.0,119.0,1.3,20.0,7.0
beibuxinqu_aq,2017-05-02 20:00:00,111.0,155.0,104.0,1.2,11.0,5.0
beibuxinqu_aq,2017-05-02 21:00:00,97.0,138.0,88.0,1.1,2.0,3.0
beibuxinqu_aq,2017-05-02 22:00:00,88.0,124.0,74.0,1.1,4.0,2.0
beibuxinqu_aq,2017-05-02 23:00:00,94.0,132.0,75.0,1.1,17.0,5.0
beibuxinqu_aq,2017-05-03 00:00:00,107.0,155.0,75.0,1.1,33.0,11.0
beibuxinqu_aq,2017-05-03 01:00:00,118.0,170.0,74.0,1.2,41.0,15.0
beibuxinqu_aq,2017-05-03 02:00:00,133.0,178.0,73.0,,50.0,28.0
beibuxinqu_aq,2017-05-03 03:00:00,123.0,191.0,,,63.0,28.0
beibuxinqu_aq,2017-05-03 04:00:00,143.0,223.0,,,75.0,16.0
beibuxinqu_aq,2017-05-03 05:00:00,156.0,226.0,81.0,,74.0,22.0
beibuxinqu_aq,2017-05-03 06:00:00,150.0,229.0,81.0,,89.0,28.0
beibuxinqu_aq,2017-05-03 07:00:00,152.0,218.0,78.0,,87.0,23.0
beibuxinqu_aq,2017-05-03 08:00:00,140.0,213.0,73.0,,92.0,24.0
beibuxinqu_aq,2017-05-03 09:00:00,129.0,188.0,70.0,,76.0,18.0
beibuxinqu_aq,2017-05-03 10:00:00,152.0,211.0,91.0,,72.0,21.0
beibuxinqu_aq,2017-05-03 11:00:00,46.0,,36.0,,107.0,9.0
beibuxinqu_aq,2017-05-03 12:00:00,47.0,51.0,35.0,,104.0,2.0
beibuxinqu_aq,2017-05-03 13:00:00,35.0,,21.0,,109.0,6.0
beibuxinqu_aq,2017-05-03 14:00:00,39.0,,18.0,,115.0,10.0
beibuxinqu_aq,2017-05-03 15:00:00,28.0,,30.0,,105.0,10.0
beibuxinqu_aq,2017-05-03 16:00:00,41.0,33.0,36.0,,85.0,12.0
beibuxinqu_aq,2017-05-03 17:00:00,46.0,59.0,67.0,,29.0,9.0
beibuxinqu_aq,2017-05-03 18:00:00,42.0,57.0,80.0,,17.0,1.0
beibuxinqu_aq,2017-05-03 19:00:00,48.0,59.0,66.0,,12.0,9.0
beibuxinqu_aq,2017-05-03 20:00:00,,,22.0,,88.0,1.0
beibuxinqu_aq,2017-05-03 21:00:00,350.0,980.0,18.0,,79.0,12.0
beibuxinqu_aq,2017-05-03 22:00:00,408.0,999.0,28.0,,67.0,6.0
beibuxinqu_aq,2017-05-03 23:00:00,637.0,1007.0,11.0,,101.0,12.0
beibuxinqu_aq,2017-05-04 00:00:00,706.0,1004.0,8.0,,112.0,6.0
beibuxinqu_aq,2017-05-04 01:00:00,665.0,1007.0,12.0,,111.0,9.0
beibuxinqu_aq,2017-05-04 02:00:00,645.0,1010.0,16.0,,106.0,12.0
beibuxinqu_aq,2017-05-04 03:00:00,467.0,1004.0,19.0,,114.0,12.0
beibuxinqu_aq,2017-05-04 04:00:00,397.0,1004.0,8.0,,110.0,1.0
beibuxinqu_aq,2017-05-04 05:00:00,395.0,999.0,15.0,,104.0,12.0
beibuxinqu_aq,2017-05-04 06:00:00,263.0,913.0,18.0,,113.0,6.0
beibuxinqu_aq,2017-05-04 07:00:00,311.0,942.0,10.0,,115.0,6.0
beibuxinqu_aq,2017-05-04 08:00:00,325.0,999.0,11.0,,113.0,12.0
beibuxinqu_aq,2017-05-04 09:00:00,361.0,999.0,19.0,,110.0,9.0
beibuxinqu_aq,2017-05-04 10:00:00,379.0,1010.0,22.0,,96.0,1.0
beibuxinqu_aq,2017-05-04 11:00:00,436.0,1007.0,44.0,,80.0,1.0
beibuxinqu_aq,2017-05-04 12:00:00,534.0,1010.0,35.0,,91.0,1.0
beibuxinqu_aq,2017-05-04 13:00:00,559.0,999.0,34.0,,78.0,1.0
beibuxinqu_aq,2017-05-04 14:00:00,579.0,1004.0,22.0,,82.0,12.0
beibuxinqu_aq,2017-05-04 15:00:00,588.0,1007.0,18.0,,81.0,9.0
beibuxinqu_aq,2017-05-04 16:00:00,541.0,1010.0,25.0,,81.0,7.0
beibuxinqu_aq,2017-05-04 17:00:00,544.0,1010.0,29.0,,69.0,9.0
beibuxinqu_aq,2017-05-04 18:00:00,527.0,999.0,28.0,,56.0,4.0
beibuxinqu_aq,2017-05-04 19:00:00,489.0,1010.0,44.0,,51.0,16.0
beibuxinqu_aq,2017-05-04 20:00:00,496.0,1010.0,43.0,,41.0,10.0
beibuxinqu_aq,2017-05-04 21:00:00,466.0,1010.0,25.0,,70.0,11.0
beibuxinqu_aq,2017-05-04 22:00:00,453.0,1004.0,60.0,,15.0,11.0
beibuxinqu_aq,2017-05-04 23:00:00,392.0,1007.0,50.0,,55.0,12.0
beibuxinqu_aq,2017-05-05 00:00:00,327.0,1004.0,14.0,,103.0,6.0
beibuxinqu_aq,2017-05-05 01:00:00,150.0,558.0,18.0,,92.0,12.0
beibuxinqu_aq,2017-05-05 02:00:00,84.0,301.0,18.0,,91.0,9.0
beibuxinqu_aq,2017-05-05 03:00:00,54.0,120.0,12.0,,89.0,1.0
beibuxinqu_aq,2017-05-05 04:00:00,50.0,97.0,18.0,,98.0,6.0
beibuxinqu_aq,2017-05-05 05:00:00,65.0,100.0,14.0,,102.0,1.0
beibuxinqu_aq,2017-05-05 06:00:00,50.0,62.0,7.0,,96.0,12.0
beibuxinqu_aq,2017-05-05 07:00:00,23.0,64.0,14.0,,101.0,1.0
beibuxinqu_aq,2017-05-05 08:00:00,42.0,72.0,7.0,,107.0,12.0
beibuxinqu_aq,2017-05-05 09:00:00,54.0,,8.0,,95.0,9.0
beibuxinqu_aq,2017-05-05 10:00:00,33.0,36.0,19.0,,94.0,12.0
beibuxinqu_aq,2017-05-05 11:00:00,28.0,49.0,19.0,,97.0,9.0
beibuxinqu_aq,2017-05-05 12:00:00,48.0,133.0,25.0,,62.0,12.0
beibuxinqu_aq,2017-05-05 13:00:00,21.0,,40.0,,59.0,9.0
beibuxinqu_aq,2017-05-05 14:00:00,34.0,,27.0,,84.0,6.0
beibuxinqu_aq,2017-05-05 15:00:00,50.0,72.0,32.0,,66.0,9.0
beibuxinqu_aq,2017-05-05 16:00:00,40.0,90.0,65.0,,31.0,1.0
beibuxinqu_aq,2017-05-05 17:00:00,41.0,65.0,85.0,,1.0,1.0
beibuxinqu_aq,2017-05-05 18:00:00,34.0,100.0,85.0,,1.0,1.0
beibuxinqu_aq,2017-05-05 19:00:00,51.0,121.0,78.0,,6.0,12.0
beibuxinqu_aq,2017-05-05 20:00:00,31.0,117.0,86.0,,12.0,1.0
beibuxinqu_aq,2017-05-05 21:00:00,37.0,109.0,74.0,,7.0,9.0
beibuxinqu_aq,2017-05-05 22:00:00,47.0,114.0,65.0,,22.0,9.0
beibuxinqu_aq,2017-05-05 23:00:00,58.0,,38.0,,51.0,10.0
beibuxinqu_aq,2017-05-06 00:00:00,79.0,129.0,23.0,,88.0,15.0
beibuxinqu_aq,2017-05-06 01:00:00,61.0,133.0,15.0,,96.0,9.0
beibuxinqu_aq,2017-05-06 02:00:00,53.0,120.0,15.0,,94.0,1.0
beibuxinqu_aq,2017-05-06 03:00:00,46.0,103.0,18.0,,110.0,12.0
beibuxinqu_aq,2017-05-06 04:00:00,44.0,97.0,15.0,,117.0,9.0
beibuxinqu_aq,2017-05-06 05:00:00,48.0,101.0,10.0,,117.0,9.0
beibuxinqu_aq,2017-05-06 06:00:00,41.0,67.0,21.0,,125.0,12.0
beibuxinqu_aq,2017-05-06 07:00:00,43.0,60.0,15.0,,130.0,6.0
beibuxinqu_aq,2017-05-06 08:00:00,37.0,50.0,22.0,,120.0,12.0
beibuxinqu_aq,2017-05-06 09:00:00,45.0,60.0,11.0,,121.0,1.0
beibuxinqu_aq,2017-05-06 10:00:00,25.0,60.0,19.0,,126.0,6.0
beibuxinqu_aq,2017-05-06 11:00:00,33.0,69.0,31.0,,106.0,1.0
beibuxinqu_aq,2017-05-06 12:00:00,53.0,159.0,35.0,,77.0,1.0
beibuxinqu_aq,2017-05-06 13:00:00,73.0,174.0,65.0,,39.0,1.0
beibuxinqu_aq,2017-05-06 14:00:00,57.0,120.0,94.0,,6.0,9.0
beibuxinqu_aq,2017-05-06 15:00:00,51.0,139.0,90.0,,9.0,12.0
beibuxinqu_aq,2017-05-06 16:00:00,33.0,89.0,78.0,,6.0,12.0
beibuxinqu_aq,2017-05-06 17:00:00,34.0,,77.0,,9.0,12.0
beibuxinqu_aq,2017-05-06 18:00:00,37.0,75.0,81.0,,9.0,12.0
beibuxinqu_aq,2017-05-06 19:00:00,24.0,126.0,59.0,,9.0,9.0
beibuxinqu_aq,2017-05-06 20:00:00,22.0,70.0,55.0,,1.0,12.0
beibuxinqu_aq,2017-05-06 21:00:00,26.0,66.0,56.0,,6.0,6.0
beibuxinqu_aq,2017-05-06 22:00:00,34.0,50.0,46.0,,12.0,1.0
beibuxinqu_aq,2017-05-06 23:00:00,53.0,81.0,60.0,,21.0,9.0
beibuxinqu_aq,2017-05-07 00:00:00,87.0,,46.0,,32.0,14.0
beibuxinqu_aq,2017-05-07 01:00:00,87.0,103.0,39.0,,55.0,14.0
beibuxinqu_aq,2017-05-07 02:00:00,87.0,,42.0,,67.0,13.0
beibuxinqu_aq,2017-05-07 03:00:00,52.0,45.0,39.0,,80.0,3.0
beibuxinqu_aq,2017-05-07 04:00:00,34.0,,40.0,,100.0,3.0
beibuxinqu_aq,2017-05-07 05:00:00,49.0,,20.0,,125.0,6.0
beibuxinqu_aq,2017-05-07 06:00:00,79.0,,31.0,,145.0,6.0
beibuxinqu_aq,2017-05-07 07:00:00,81.0,,25.0,,171.0,9.0
beibuxinqu_aq,2017-05-07 08:00:00,,86.0,25.0,,168.0,12.0
beibuxinqu_aq,2017-05-07 09:00:00,,94.0,19.0,,164.0,6.0
beibuxinqu_aq,2017-05-07 10:00:00,42.0,192.0,24.0,,163.0,12.0
beibuxinqu_aq,2017-05-07 11:00:00,39.0,125.0,26.0,,161.0,12.0
beibuxinqu_aq,2017-05-07 12:00:00,92.0,119.0,23.0,,160.0,14.0
beibuxinqu_aq,2017-05-07 13:00:00,47.0,120.0,19.0,,156.0,4.0
beibuxinqu_aq,2017-05-07 14:00:00,41.0,107.0,22.0,,139.0,3.0
beibuxinqu_aq,2017-05-07 15:00:00,,,72.0,,58.0,11.0
beibuxinqu_aq,2017-05-07 16:00:00,111.0,123.0,122.0,,9.0,9.0
beibuxinqu_aq,2017-05-07 17:00:00,47.0,129.0,102.0,,9.0,6.0
beibuxinqu_aq,2017-05-07 18:00:00,40.0,97.0,105.0,,1.0,9.0
beibuxinqu_aq,2017-05-07 19:00:00,44.0,97.0,93.0,,9.0,1.0
beibuxinqu_aq,2017-05-07 20:00:00,47.0,141.0,86.0,,12.0,9.0
beibuxinqu_aq,2017-05-07 21:00:00,39.0,89.0,74.0,,9.0,12.0
beibuxinqu_aq,2017-05-07 22:00:00,53.0,86.0,74.0,,12.0,9.0
beibuxinqu_aq,2017-05-07 23:00:00,111.0,120.0,74.0,,10.0,9.0
beibuxinqu_aq,2017-05-08 00:00:00,98.0,103.0,71.0,,27.0,6.0
beibuxinqu_aq,2017-05-08 01:00:00,124.0,,67.0,,39.0,7.0
beibuxinqu_aq,2017-05-08 02:00:00,129.0,135.0,57.0,,70.0,4.0
beibuxinqu_aq,2017-05-08 03:00:00,114.0,,69.0,,76.0,5.0
beibuxinqu_aq,2017-05-08 04:00:00,132.0,,64.0,,102.0,17.0
beibuxinqu_aq,2017-05-08 05:00:00,123.0,,42.0,,141.0,18.0
beibuxinqu_aq,2017-05-08 06:00:00,95.0,134.0,49.0,,159.0,6.0
beibuxinqu_aq,2017-05-08 07:00:00,104.0,,34.0,,175.0,17.0
beibuxinqu_aq,2017-05-08 08:00:00,85.0,,27.0,,190.0,10.0
beibuxinqu_aq,2017-05-08 09:00:00,92.0,,41.0,,207.0,11.0
beibuxinqu_aq,2017-05-08 10:00:00,101.0,131.0,36.0,,207.0,12.0
